product_type,weight,battery,screen_size,ram,storage,composition
Mobile Phone,7836,1643,17.582493780841194,58,177,96.23554736238896
Laptop,175,2984,3.2403768952187555,38,355,75.73910699432737
Laptop,159,4990,11.018620594175754,53,71,38.66462521009475
Desktop Computer,4357,1423,12.634062960025352,16,129,35.490100500605124
Mobile Phone,7860,3728,12.298656332630078,55,156,21.38144402224027
Desktop Computer,8189,4280,9.282030210824383,24,209,18.5938864282856
Tablet,8500,3603,12.508905299764743,6,289,99.19680191045765
Desktop Computer,2642,1909,16.219085439985157,52,254,1.5942323455343854
Tablet,3818,3095,10.334881879997113,26,74,47.43609528679951
Laptop,790,2964,13.402165074250663,56,149,15.037298009996414
Laptop,5321,3136,5.3267528118487375,14,203,78.77105916776064
Desktop Computer,6412,2231,19.287723477426205,6,197,2.072861651353175
Mobile Phone,6307,2238,7.984067710850071,60,399,49.07659207018159
Tablet,9908,1225,15.81431160709485,28,483,85.03828576445312
Desktop Computer,9038,130,11.438832442507632,47,396,79.25987236983107
Mobile Phone,1216,2817,7.348528259333889,46,14,55.22165662342454
Desktop Computer,2169,2896,10.189495018034838,13,316,53.69827871059311
Mobile Phone,9082,2667,12.55874602368516,26,342,78.00798000390422
Laptop,851,410,10.158417382390164,27,219,14.481620260233118
Tablet,9478,504,7.611335634928518,44,200,48.936880622916625
Desktop Computer,8515,3420,13.369769029374275,26,337,78.23540166932888
Desktop Computer,3539,3162,18.30106404163523,63,256,14.001558592624564
Mobile Phone,9607,4488,12.760018431957231,27,290,68.5812494908165
Mobile Phone,780,4216,8.602436442704228,43,205,1.730453542508903
Tablet,5784,1531,7.757041892420582,40,255,8.224537542479949
Desktop Computer,1021,3686,7.41968472593306,42,210,68.98665673885073
Laptop,9010,231,15.320546351121203,9,343,53.87884768137552
Laptop,8187,2441,10.158747800959588,34,354,62.046045449941985
Tablet,5463,1686,5.757574179542246,36,399,99.28195731537714
Tablet,8201,3203,13.080813630414886,21,480,92.16965998756498
Tablet,3363,2641,11.314169398516986,43,234,26.024649848305547
Mobile Phone,1019,4316,16.145131609810335,53,270,73.14291460881118
Laptop,2618,2937,3.304343333115515,38,368,20.270654732165227
Tablet,8596,134,4.981900190595175,49,37,54.14850691386937
Laptop,8108,774,7.9101761191657936,41,176,6.912611583711636
Mobile Phone,9414,1716,9.573358357981476,29,204,41.79608034689617
Mobile Phone,8762,1611,15.908204676276794,41,52,70.70176666510937
Laptop,4539,4460,6.84854797383778,20,512,54.56898161823379
Desktop Computer,2766,3683,12.96496075095755,14,503,82.50545065017143
Desktop Computer,8624,4131,10.615329283857445,32,123,56.19101094551563
Tablet,4313,4735,9.062582665221267,8,104,15.680023690411748
Laptop,8356,2631,7.568585390373849,12,433,72.65907770560133
Tablet,7182,4753,19.31490296071232,50,475,28.20629479291047
Tablet,1072,3904,7.407846791675333,23,405,23.541416082128798
Mobile Phone,4826,134,4.903766658875183,30,284,73.70213065145377
Laptop,5436,4762,12.055343122101895,15,210,65.92004598419311
Laptop,6958,1137,10.120673269517132,16,85,98.07664900870353
Laptop,3659,3567,14.405730971686275,53,42,0.18106276399718624
Laptop,1828,1917,17.010008729407957,55,483,98.6509232859785
Desktop Computer,3826,2623,4.329960017595411,63,328,84.47111354915191
Mobile Phone,1595,2692,11.60283156092393,10,108,5.298198127774123
Tablet,2040,706,5.211745895862045,47,359,6.922147575532589
Laptop,8026,4543,15.833194178706867,35,123,73.53093659025326
Desktop Computer,6415,1848,4.077652705062237,46,289,48.2766608330223
Desktop Computer,243,2775,3.61172405479804,28,251,82.25651174203172
Laptop,3660,10,5.002776610820833,24,497,2.82558605059694
Laptop,2457,4808,4.753595537946765,32,370,51.110582666640504
Desktop Computer,653,1216,17.044976220394155,49,355,55.1011436459971
Desktop Computer,8161,4922,9.777995975695891,62,295,75.85054007965289
Mobile Phone,1450,4972,14.218538155989183,5,333,18.197037907514037
Desktop Computer,6817,2377,6.5546195118142485,35,87,78.3588485927471
Desktop Computer,7464,4945,8.816377098081151,6,231,15.836927579182959
Tablet,4680,3967,8.294508005039422,27,12,52.807381964683586
Laptop,1531,1543,12.04835045226106,41,246,99.08892124257372
Mobile Phone,1157,114,18.18400382308412,27,187,73.16135626791059
Tablet,3157,4062,10.780936635729116,44,188,63.076640974840615
Mobile Phone,8991,1225,15.244368005248642,47,357,1.9116028513175176
Desktop Computer,4127,439,11.819715134395578,29,347,34.98150529795093
Tablet,8181,4222,18.800373684190944,38,79,76.35846282440222
Desktop Computer,6141,1597,6.271577947173983,45,443,95.84942498866909
Mobile Phone,8599,2573,7.077434500748082,53,253,1.3047052274404503
Mobile Phone,554,2219,7.304205154404325,59,180,82.91902035748653
Mobile Phone,3215,3441,19.87108420850287,49,260,12.262608307619804
Tablet,661,655,7.558749850813113,25,415,3.6711372341960757
Desktop Computer,2247,2706,19.35756011415041,42,87,63.04748565070265
Desktop Computer,3637,2300,5.032136089839938,23,218,90.80300904231213
Desktop Computer,2543,3858,11.669233785577706,35,236,86.96694742595412
Laptop,3443,1432,15.223806798506466,57,246,76.22983491980703
Desktop Computer,1998,3999,11.241121127429587,3,50,61.37200997919793
Tablet,3298,166,10.11145086891823,18,112,23.932470512312864
Tablet,4616,760,19.833406904014364,15,390,13.570292312145693
Laptop,2853,2337,3.182443870877071,43,52,93.82387871236986
Desktop Computer,8792,2012,19.820120557124117,30,17,47.40207192253483
Mobile Phone,6839,1531,15.752791351314764,54,263,47.65292845392713
Mobile Phone,6092,1870,15.0562997473618,48,396,51.00828597184973
Tablet,9118,2587,15.449293971002671,15,464,77.1679068623695
Tablet,1863,768,5.271398248295792,16,242,50.798859469370875
Laptop,8904,3338,7.806598986333712,39,312,24.222172007955457
Mobile Phone,6377,2739,12.832062570788567,32,9,47.944527652649796
Mobile Phone,8782,904,8.006106743404052,24,162,36.31409928294327
Tablet,7884,4284,3.7014268945762816,15,62,93.81057672082036
Desktop Computer,6989,4530,19.4493753821299,41,365,45.13623267252002
Tablet,8730,4519,11.998803233213247,38,235,2.7289166738115656
Laptop,6857,466,17.796643355192423,7,399,61.407591829086584
Laptop,2156,2546,13.661967647903214,20,17,97.55735871900171
Tablet,3292,3751,6.358222994347317,53,171,39.19141481829056
Tablet,5724,4090,10.652249835110823,40,398,95.36593900449802
Tablet,9557,3346,4.033804043978374,47,393,53.753561648178305
Desktop Computer,9644,1713,16.590432712126333,51,51,3.1476969812531452
Laptop,3928,949,5.182510282554903,1,53,32.50414439486809
Desktop Computer,7897,2284,17.237199259178233,19,324,55.8695501261655
Desktop Computer,1747,1439,12.132897802124992,53,24,92.59362557064054
Desktop Computer,174,4936,11.066313202403407,24,508,45.065898811367866
Mobile Phone,5418,4935,6.505398458259166,44,331,49.57481114918605
Mobile Phone,7950,3174,13.73885578551887,55,316,7.819870701788467
Laptop,6720,901,12.977771375527013,31,114,26.062990601805414
Mobile Phone,1837,1810,12.423199053079014,13,344,78.60202590690898
Tablet,7720,2293,15.582203684100191,7,478,52.6331076167309
Tablet,4165,1790,16.794367103331894,45,57,88.02388578169025
Laptop,3078,1272,10.322534383110092,3,505,76.1708763276815
Laptop,6618,346,5.062092800344229,2,505,34.15880150029415
Laptop,7959,1304,15.629176806356714,45,145,4.848048807271188
Mobile Phone,1576,1082,12.396924077547316,28,476,9.532491352580774
Mobile Phone,5560,1058,14.398620393215177,23,373,58.017592546693855
Laptop,5442,7,19.69360980742672,30,186,81.93623919909957
Laptop,9705,4233,18.528919466478747,8,318,91.46436175236806
Tablet,551,2850,8.439151697276007,7,86,14.146568003260851
Desktop Computer,7190,3150,17.97292988664784,19,395,98.00457634474101
Mobile Phone,8931,2170,14.11939335067673,13,143,40.783946087974186
Tablet,3678,2516,3.615613423416135,58,472,19.258540449255747
Desktop Computer,5114,4793,19.01054514218115,47,21,35.46178740237104
Laptop,4933,3446,18.99337459566811,18,393,73.75321151174776
Laptop,3624,4809,12.554519927705597,58,274,32.04832267015736
Mobile Phone,9220,2419,13.733753500557722,63,402,20.843107069734522
Tablet,4148,2581,6.224336017004271,61,497,17.462343177204286
Mobile Phone,2062,202,15.157986012938329,15,368,54.64055497468134
Mobile Phone,1645,3893,15.752799188528112,4,257,33.52737268127045
Mobile Phone,2783,1819,14.123499313766265,41,27,34.07407370381756
Laptop,6404,1335,3.615807564528665,46,242,91.57334696005547
Mobile Phone,1777,3174,5.892687310997232,5,265,46.98250864031641
Desktop Computer,7854,1946,15.730414639786488,33,249,5.4095954165772735
Tablet,311,3688,11.011286110615494,25,87,2.805962445581167
Desktop Computer,7231,322,4.571427238041045,37,235,15.19000859956786
Tablet,3493,2415,16.760853764464102,38,12,76.29775560646173
Laptop,627,2084,5.358881897257007,44,107,53.88199768303301
Laptop,5006,2101,16.546364935472752,58,291,74.02612260194556
Laptop,4655,363,19.174682531289672,16,20,60.71280439545244
Tablet,9298,3963,12.614984627958515,28,366,96.50052501029396
Laptop,9108,1325,6.5492483720186545,10,41,73.85217240148155
Desktop Computer,8882,655,13.492016661666918,43,314,42.54360988950242
Tablet,4195,3866,7.862494067951229,45,50,25.632240118159277
Tablet,9626,3442,12.904057023016948,35,35,24.875724164817793
Mobile Phone,9287,1924,10.608067106560842,58,269,43.494075918743306
Desktop Computer,3161,1835,12.367968781108713,7,75,52.40617986057838
Laptop,7951,98,6.742697798031,28,117,7.009503115467252
Desktop Computer,2478,1869,5.17299108163952,23,432,30.99423160324257
Tablet,1124,3618,6.853256640751076,17,264,81.1826527141404
Laptop,7950,1983,9.60590119798166,8,380,60.304046108131914
Laptop,8756,591,5.4544393280528585,53,365,15.87855971242761
Tablet,8870,593,3.634403287530038,6,295,52.80866847380579
Tablet,227,553,7.487440647860466,61,293,28.657226497658726
Desktop Computer,147,4061,10.74260650649033,26,15,54.32534344781761
Tablet,1207,2200,16.794667711925264,33,98,89.92289846630929
Desktop Computer,7847,2254,7.868582208100678,35,372,45.50665057887551
Laptop,4921,2623,11.533472726598365,17,499,94.05316742864689
Mobile Phone,250,383,9.066568744724158,33,18,80.05555805820804
Mobile Phone,794,3312,15.865733063029902,45,89,17.01944326402617
Tablet,8119,72,19.061420182524138,29,38,81.57555454293926
Desktop Computer,3938,4012,19.76130057847322,10,103,56.3573655273525
Tablet,695,4078,5.338182619394835,2,372,64.97427312930746
Tablet,7520,4238,4.981805429597348,51,131,73.27846331562458
Desktop Computer,5720,2218,4.698879901513239,40,379,67.67625173528988
Laptop,9023,3498,16.745791425496208,20,90,96.10714935260484
Desktop Computer,4530,4505,12.976151189187425,52,197,62.10960579784109
Desktop Computer,4666,1473,10.897968948576354,47,474,57.39123319326328
Mobile Phone,7096,2828,5.53084622070972,52,498,10.90716972301583
Desktop Computer,8720,623,3.868608573008243,47,215,86.26629720892505
Laptop,4685,2289,17.55059815460524,14,134,64.12500388965051
Laptop,5320,4252,11.559093553429255,8,8,88.7669812339447
Laptop,4894,3680,16.022882359271744,45,268,75.65732375283784
Desktop Computer,6322,1116,16.730740386002616,41,446,8.657488326521312
Laptop,5208,4382,13.200468138986327,56,56,0.645339928988764
Mobile Phone,986,4931,7.694760775573705,3,234,27.237967313807044
Desktop Computer,9879,1974,5.422195949684643,44,89,77.09165029931484
Mobile Phone,6778,3246,3.089950537194876,31,455,14.23466311148297
Desktop Computer,1879,1762,5.517756370465152,28,503,77.27740686410962
Desktop Computer,4139,4697,18.628639937500672,63,422,91.66185059596465
Laptop,8166,4235,12.713543885643155,17,278,80.47967271821251
Desktop Computer,4296,4471,10.976022026851311,55,34,78.62922824738085
Desktop Computer,2313,2460,7.630420860306872,1,326,13.44778446843785
Tablet,517,4483,6.613498003416634,51,257,21.296815408135927
Tablet,1595,3509,12.89212787649969,48,46,25.52356007319787
Laptop,1763,187,17.7762531695074,39,30,19.43898007117952
Laptop,7913,3528,16.240008770465906,14,76,31.29145200388004
Laptop,4471,502,13.675468317666448,60,217,42.708227852498716
Desktop Computer,4427,860,15.802885235312559,12,479,52.878168170758634
Tablet,1925,3030,15.392271832554345,56,201,74.63670206715449
Laptop,7114,2118,10.551787835846625,38,451,41.70959546860607
Tablet,1248,1741,17.50244515105419,14,507,5.428541060100722
Laptop,3806,3684,15.335759371261965,50,347,50.19415119026762
Desktop Computer,1932,1030,10.492273935154667,51,510,93.55633452087696
Tablet,3668,1736,8.637815609180784,18,470,1.9333139922291909
Laptop,6546,3399,19.593155439965972,57,70,16.367553005866952
Tablet,3512,4866,18.140041703467126,53,113,13.359568567854541
Desktop Computer,3748,890,10.948578842076937,57,176,79.05758197629447
Desktop Computer,9042,4185,16.447883000527526,61,231,53.11699545239335
Desktop Computer,3664,656,16.483324478151005,62,205,44.91771057804296
Tablet,4977,4533,16.13849432273679,62,145,92.87742557235885
Tablet,4845,2536,13.737322738706938,6,177,96.06527210105138
Mobile Phone,3063,742,9.26772119477754,60,137,24.288696467574646
Tablet,4382,4709,9.720963020023344,54,121,41.49537180593876
Desktop Computer,6599,1817,5.233860639860602,62,145,22.18335005033917
Mobile Phone,6471,3035,4.56931209849598,47,504,1.0861662549595863
Laptop,6957,4086,17.184637501587208,31,68,39.551822974188255
Tablet,7040,4234,17.86818773463157,4,69,73.86655270625222
Desktop Computer,8257,2086,6.533505728050745,19,374,37.038340767918044
Laptop,8058,628,9.691524046052669,34,449,52.80300409309102
Mobile Phone,7628,4993,18.925277206363507,44,215,13.688434327214116
Desktop Computer,7930,972,14.670289133012771,52,324,83.28683589798352
Mobile Phone,509,2146,13.864744427027185,36,287,4.237431676123959
Desktop Computer,3291,2951,19.55018081562783,59,15,29.316311027348107
Mobile Phone,9391,3025,8.792680337951143,4,399,78.51401167027794
Desktop Computer,5503,4705,16.25093781550794,56,403,73.57851165417007
Mobile Phone,1949,4624,8.612288298498633,30,180,22.02569553898658
Mobile Phone,642,1112,14.682990862666275,19,427,74.9543130248379
Laptop,718,4139,4.705613405286755,19,181,81.36977287706354
Tablet,9960,4822,14.188364405780318,44,480,32.94893932384569
Desktop Computer,6669,1226,17.570783436964117,3,308,6.68963428656485
Tablet,2424,1423,9.389945474820234,59,142,31.992104028367628
Desktop Computer,2144,314,6.882663604072673,8,154,47.64481330251079
Mobile Phone,5052,3721,3.8088718326330313,59,34,12.297992178642204
Laptop,2224,2547,9.377893883599167,40,356,30.248625620488557
Tablet,6092,2885,9.896691160484448,19,133,55.97407957039794
Tablet,3345,929,5.044283898884538,33,287,12.689518625733676
Tablet,8261,2095,3.0222828299013114,29,452,41.53770546518001
Tablet,1685,89,16.784701366177963,48,65,8.056311160023611
Tablet,303,1311,3.5523456027667275,49,381,80.45947465350416
Tablet,3335,3599,10.187308798432056,3,278,72.07696936557983
Tablet,737,4367,18.735429644168306,9,426,18.160511156766844
Desktop Computer,1368,3663,7.586224265494903,62,188,68.55923849355584
Desktop Computer,7036,2522,9.185141174087146,24,37,77.89735097280202
Tablet,233,2423,16.854585274967633,11,374,14.658403920245123
Laptop,3642,9,3.516305196247016,45,422,37.120449311064206
Laptop,2374,479,16.237358403780185,59,411,79.22936096387335
Tablet,7701,4269,11.76188920703592,4,209,56.341068204290465
Mobile Phone,1055,3507,6.2455782955892705,15,497,92.34069036859967
Tablet,8796,2464,14.282034325468326,19,167,43.591790032091126
Tablet,2902,3794,18.317515412609303,32,434,5.20809278717389
Laptop,8126,4059,13.144395672104187,32,182,96.97967824380507
Laptop,3030,811,5.31075895280396,55,145,19.951392520190247
Laptop,7062,331,7.9468524429304646,57,166,21.372980962252107
Mobile Phone,258,3303,12.781511135210327,26,41,0.29586256121081345
Desktop Computer,4968,84,10.911933493753029,55,288,64.73474711533557
Tablet,2782,2992,14.56803819989405,19,502,84.72616540974107
Desktop Computer,6010,3974,13.495037001191521,15,374,94.25980497848194
Mobile Phone,9984,3149,8.231859796239474,22,219,2.1265321191877518
Desktop Computer,6743,2554,5.972142245819047,59,16,7.149124329688938
Laptop,2084,3396,15.939310940330245,39,227,42.935101954007294
Laptop,8824,3683,10.590602593357202,55,351,73.5862600694735
Mobile Phone,431,4794,16.560894094767967,36,88,1.8304229047364395
Desktop Computer,2871,4240,6.9770667346573605,47,326,26.61655133560352
Mobile Phone,3505,3316,14.696477876185297,18,132,24.426282580954183
Laptop,6283,2052,19.399791404442396,11,254,25.908206255260026
Laptop,6316,3973,3.8232870195566493,19,468,86.63834628192133
Desktop Computer,6073,4489,15.045084557635306,5,270,38.94039803112357
Tablet,4041,3315,3.289104377057708,45,260,32.95151785777314
Desktop Computer,7603,4237,16.328398228214446,13,117,34.07876332458522
Laptop,8083,4967,6.261099703437432,37,379,95.19376678496397
Laptop,3656,3208,14.202137967666987,56,410,33.00032474081005
Desktop Computer,5933,3653,4.889194266542935,18,163,66.87524508941532
Desktop Computer,3975,2414,14.010118934475821,53,329,98.89480949608854
Tablet,3847,661,16.26688557474151,25,329,0.6227943948149406
Desktop Computer,3479,990,17.838267680193784,44,286,9.274267018445448
Mobile Phone,8900,3802,7.51670589032407,52,316,56.857764413568916
Tablet,9202,558,17.49715888957221,47,246,28.836035580050833
Mobile Phone,4917,1609,11.162863923900789,18,98,91.11220867524888
Desktop Computer,2576,101,14.072687124364293,52,413,64.74619260875686
Laptop,7964,2624,10.369495036378126,32,303,47.83313123208467
Laptop,6628,1409,14.932789901697571,12,415,12.213465799564416
Laptop,3024,1728,14.037166185583372,12,511,53.39985151180582
Mobile Phone,8212,2965,13.587915070375857,48,432,92.64977423765299
Tablet,5090,4973,15.236663123480955,28,510,17.795681765957504
Mobile Phone,9784,2148,14.975630766941054,6,202,66.86309366549219
Laptop,5666,3384,8.800366985499803,1,205,38.748113006871534
Tablet,9773,4009,16.358339856790916,5,313,16.583311900511045
Laptop,3254,900,10.875282239836459,21,475,87.99328914705126
Tablet,4715,3094,19.93911543199201,19,372,33.45653264447767
Laptop,6295,4287,19.1502911208465,12,510,81.48358404532101
Tablet,5426,4409,9.928203014126378,17,471,81.1128456669347
Laptop,6805,2116,17.021864481518136,9,135,80.47441267510055
Desktop Computer,1820,4234,16.742591382752085,5,502,94.32222864829606
Desktop Computer,690,4922,5.043130391807085,27,427,9.081341126506626
Desktop Computer,2782,1574,11.886387418851495,53,221,2.8097681057293933
Desktop Computer,4774,4394,18.696577755827416,40,406,17.203659017693486
Mobile Phone,8884,737,19.56931269815792,46,32,18.277083719044484
Mobile Phone,1911,809,4.313039323549781,51,392,95.122769232503
Desktop Computer,1729,1562,16.751965684594598,9,366,52.64176287330859
Mobile Phone,9379,660,4.5587812115257655,19,345,17.79968266769808
Laptop,478,144,4.211254911681012,1,100,77.58093726533262
Desktop Computer,8625,1410,7.253246512490391,9,432,97.44152740063308
Laptop,9022,1951,5.719078974629361,37,83,17.35604387253442
Laptop,1157,226,16.22102499014698,21,437,65.47971226511513
Tablet,4687,553,16.053411874483658,40,499,97.28722648664294
Mobile Phone,2333,4956,17.426795350964802,17,396,59.70626581334002
Tablet,6607,3057,18.96818550621643,55,480,7.714472634192948
Tablet,4813,3657,15.852042542437891,57,204,65.18985726577965
Mobile Phone,158,1202,18.225983966674352,53,428,81.29567032617075
Mobile Phone,1634,2585,11.474368566234208,41,235,23.764764210757725
Laptop,7953,2073,14.678385488880435,11,188,30.670809539739697
Desktop Computer,5767,3657,11.919800332349839,6,298,39.45909931377357
Mobile Phone,4529,1853,9.35106084040967,35,471,61.15657156003312
Mobile Phone,1753,3295,16.987371927026686,63,200,4.996385426916595
Mobile Phone,264,4105,18.27899909038944,12,342,65.18783716112098
Tablet,8506,2300,3.553485753785896,14,210,54.288118576706246
Laptop,8335,4998,3.193693520955477,24,201,22.948951645191496
Tablet,3492,364,19.573253452946823,33,360,51.73443751208527
Mobile Phone,4211,39,11.236644960133038,63,348,70.41254837176442
Laptop,4208,2060,12.137667014928176,4,142,14.621162708824054
Laptop,7719,2819,7.4184688217390615,49,173,3.7233794931248454
Tablet,5804,4830,13.86200013417381,15,80,39.78683598089714
Laptop,6188,2693,16.636192413682103,1,494,96.34432301417523
Laptop,4828,2976,10.221825763721185,34,203,23.707138979616925
Desktop Computer,6120,1881,4.4553534204214,57,486,90.11640540264459
Mobile Phone,3564,2800,16.955236940976313,47,406,49.73543369952098
Desktop Computer,5164,2436,12.625806666999864,14,512,64.72698719914312
Mobile Phone,8378,1993,5.863703912107477,2,192,79.04699298616849
Tablet,2921,1909,16.896793605935812,10,377,98.7260954880082
Laptop,4203,3481,11.501962993134017,2,199,6.729070658887304
Mobile Phone,5400,1635,18.990799738192877,61,323,5.562994204500149
Mobile Phone,4593,4642,8.400613976804298,35,166,10.23080380157545
Tablet,8925,4993,12.927399009308001,27,423,49.81730078002632
Mobile Phone,8485,992,9.118559504209886,45,474,11.596377396412183
Desktop Computer,6479,3764,5.662555290010301,4,412,76.95206172043382
Mobile Phone,9804,3431,5.232992288694689,55,308,6.500842396324824
Laptop,9439,110,6.900584250713856,17,464,9.623545381006416
Tablet,448,4196,14.478208412207588,2,83,0.31999170685172995
Desktop Computer,1859,731,12.613620205039076,19,182,84.16371337584006
Laptop,1229,3863,14.939813108696121,22,454,0.8811826990132055
Laptop,7537,1268,16.811851110299678,30,443,37.66886683431297
Tablet,1307,1109,10.817139717056989,52,217,55.69849476469779
Desktop Computer,3691,2614,9.885849253462162,23,434,58.48516600118421
Mobile Phone,8446,818,17.0673226279849,47,356,92.64297171934764
Laptop,4092,3361,16.992784926137915,24,44,90.56681426156972
Desktop Computer,5628,2970,11.042070095784071,31,79,41.16034204425092
Desktop Computer,4769,365,3.757646223693824,7,99,54.04266826353087
Desktop Computer,9777,4328,12.442288909372447,25,79,13.635472484310341
Desktop Computer,6190,4045,12.315156446923744,14,34,25.016570465076892
Mobile Phone,3627,1191,13.881153570691687,64,337,77.697428997715
Desktop Computer,7295,4488,17.484521136291004,39,60,10.078398350867667
Tablet,123,4896,13.796493101330295,23,330,12.419929820589982
Desktop Computer,8715,658,15.371227784329642,22,41,60.246275933586126
Mobile Phone,2455,1831,19.36952645968376,20,447,62.06619298119281
Laptop,6320,4042,14.330339396407256,63,211,85.32971915107592
Tablet,9646,2704,15.520522107257099,22,499,46.87452604189469
Tablet,8804,2655,8.912339263034276,45,466,20.903726528064947
Desktop Computer,8702,3521,10.504831743895245,26,306,5.059914342334881
Laptop,5324,4965,19.863902076827014,59,345,84.79096222635654
Laptop,1936,2226,13.81203770052919,30,423,43.00047758181959
Tablet,9331,137,12.524756543844259,46,338,66.58076576254798
Desktop Computer,4153,3600,8.560554266588625,4,107,97.40723367356536
Laptop,1490,279,16.507431472831968,34,439,22.853552794159416
Tablet,4846,1949,13.002070176354044,53,321,93.91510914303059
Mobile Phone,5395,699,13.80101738990989,59,13,8.37979360813259
Mobile Phone,9801,2785,12.612589637577825,36,397,71.00327489170007
Mobile Phone,5556,1832,16.238310783024655,36,172,25.170912546260915
Desktop Computer,4815,2387,16.68028258679723,12,95,97.68292903997815
Desktop Computer,3168,4540,9.78645370463607,43,350,54.53054351073248
Desktop Computer,2320,3984,7.4400291212800385,12,450,78.50511558815826
Tablet,9973,17,14.120322319435484,38,339,64.43993898978216
Mobile Phone,2901,1433,12.728120480695372,1,401,83.21373973659347
Laptop,6783,2631,5.015361786548636,7,301,49.48966015965636
Desktop Computer,8662,3463,13.72906733044181,28,212,51.35457824563644
Desktop Computer,150,1787,7.7315977323178595,56,175,42.29158689517115
Mobile Phone,7449,990,15.66177852465654,29,284,92.8940180521484
Mobile Phone,2769,1940,9.584895353296988,56,36,42.62175080728989
Laptop,3252,2211,11.004778352439947,17,155,98.32408899225165
Tablet,8317,3940,3.4160847155116567,41,221,92.6187171707168
Mobile Phone,6656,3892,6.785537902172285,20,64,92.89173029001309
Laptop,5562,1250,6.270473039932302,22,243,30.25797274369474
Mobile Phone,4681,2774,10.18313369197055,34,407,13.562567477872356
Desktop Computer,8025,886,16.399370809239592,43,89,7.135272677131777
Desktop Computer,8102,2453,8.543208758704548,63,49,61.56544273809501
Tablet,8526,1869,14.051303399201627,41,377,79.64708066411296
Desktop Computer,8297,4698,16.414379429974147,51,512,70.18639951163776
Tablet,2829,3661,11.728292088121831,49,136,24.73530580027621
Desktop Computer,9207,4985,10.089838640572335,29,156,84.27744092569476
Desktop Computer,2532,333,8.038456894345662,64,262,89.87711017057019
Desktop Computer,6432,2523,12.196599329565652,18,93,15.738642476817677
Tablet,8937,625,5.705472936438162,35,369,95.67789341699813
Tablet,7935,1526,12.454294925265145,2,454,56.68167458428772
Tablet,4406,1881,19.40481362227553,48,426,64.31230514766906
Laptop,243,2338,7.532403954853282,49,141,87.62825555761283
Tablet,8620,1263,17.574246525542414,23,465,27.686654273373644
Laptop,3828,4556,10.32864002535458,12,318,59.44384718003152
Desktop Computer,9743,3487,3.1189266872307013,50,346,62.30634767101113
Tablet,2537,1626,18.61265597936149,10,91,45.83759355987457
Desktop Computer,396,1674,6.380619574002603,62,256,55.205307641429926
Mobile Phone,3297,720,15.53699912872563,17,72,5.650637955376636
Desktop Computer,4395,2890,9.523487132563336,5,149,81.84974021598327
Tablet,8218,3694,3.574859778123511,50,33,50.80530887352992
Tablet,7423,2573,7.137955001339753,29,99,71.02399290795933
Desktop Computer,6080,2609,11.515039175574831,29,19,4.580511729023096
Mobile Phone,8332,3555,9.866037805778106,55,286,45.585726758674596
Desktop Computer,1248,4666,6.508838456646856,60,388,50.878029171692084
Tablet,3845,1999,13.71180216149927,35,43,78.03912223123142
Mobile Phone,341,3924,8.223332119504583,9,503,5.046706631400532
Laptop,5827,4513,15.279602265174256,63,73,33.72031844176336
Mobile Phone,5142,3028,4.144833735468127,7,45,70.78723925840188
Desktop Computer,3650,4875,16.77812678739531,52,230,80.71756934414326
Laptop,6848,3054,7.923939834963218,1,383,26.557732062461103
Mobile Phone,8397,3504,11.561602716759008,41,161,15.68099894492222
Laptop,7675,1914,11.11419419493435,49,425,14.007506413177195
Laptop,1604,3985,3.045729022412667,33,42,71.07337590795156
Desktop Computer,6962,1275,8.321932411701226,28,48,42.16157892485738
Tablet,9493,3681,7.90603503124883,8,507,62.485507671913
Desktop Computer,4571,4299,7.618859135439625,24,367,80.00796760073489
Laptop,6614,2482,3.849356946789297,17,483,86.6103859362909
Desktop Computer,3252,3108,14.730934974747344,6,48,52.708954036900955
Desktop Computer,314,405,17.836291578736024,2,472,25.148773120732027
Tablet,7803,4241,6.644819359915713,40,141,79.68364769869953
Desktop Computer,7612,4041,11.210172837492486,13,371,67.35513733040915
Mobile Phone,8181,977,7.564585020608092,6,93,53.83931775819557
Mobile Phone,3118,352,14.215261570766332,49,165,9.920397337993613
Laptop,8821,189,5.476022561814313,27,55,48.775434179287544
Mobile Phone,5420,3552,16.08421262076444,14,160,17.828526818991353
Mobile Phone,3359,3166,14.814609266425265,28,129,29.606103304791674
Tablet,4148,4069,6.385144086815433,29,397,96.988937841172
Laptop,4553,4892,16.83829964216745,30,169,92.88197433190643
Desktop Computer,148,2188,4.962910546635434,4,372,66.06614437604543
Mobile Phone,2301,3700,19.25753035286048,26,479,5.462740980766656
Mobile Phone,6818,3509,4.514447908299087,34,416,9.207347542182365
Laptop,5897,654,18.59076627375661,49,364,92.71150429160751
Tablet,6475,2621,4.303217471888606,57,352,42.35394993186154
Laptop,6541,4467,5.303447723432363,13,100,35.743076586792874
Laptop,6416,2985,15.849163095848334,41,45,59.27009575487045
Laptop,7762,2641,12.281861747289943,2,102,88.25398037332633
Tablet,9434,1598,7.901680585398271,63,248,34.68628478399399
Mobile Phone,4650,3840,5.966252221018704,29,60,32.51204498561192
Desktop Computer,1697,342,9.272208577553638,7,208,51.93512367277893
Desktop Computer,5728,1207,17.777738866682206,37,43,45.97134460050507
Desktop Computer,9089,358,15.23568176899943,14,15,58.202215731267536
Laptop,5272,4037,19.8340591925964,26,132,0.38766079115956087
